Date,Cyclic_Trend
2014-11-24,-2511032.2764402656
2014-11-25,-2600871.397268735
2014-11-26,-2124214.086726795
2014-11-27,-1059387.2023033486
2014-11-28,140381.9279402192
2014-11-29,778562.0603858955
2014-11-30,352848.4640284042
2014-12-01,-1087759.532729806
2014-12-02,-2921134.9949456863
2014-12-03,-4299614.426897418
2014-12-04,-4648092.111767499
2014-12-05,-3989429.524000046
2014-12-06,-2889423.2881472697
2014-12-07,-2066868.2606189845
2014-12-08,-1937705.2676938907
2014-12-09,-2396851.4615286277
2014-12-10,-2962326.5664610504
2014-12-11,-3157006.5219722427
2014-12-12,-2848665.604561679
2014-12-13,-2309854.3293596776
2014-12-14,-1975063.26211835
2014-12-15,-2088376.0254968118
2014-12-16,-2508656.083922733
2014-12-17,-2814375.455843777
2014-12-18,-2629937.0027333046
2014-12-19,-1930402.9198982248
2014-12-20,-1094617.2120228545
2014-12-21,-657458.0152105417
2014-12-22,-930248.8796767618
2014-12-23,-1755432.3731493528
2014-12-24,-2572926.2187163583
2014-12-25,-2764743.1374384062
2014-12-26,-2054069.2505442821
2014-12-27,-701095.8391587802
2014-12-28,634636.9375057969
2014-12-29,1273426.5743260705
2014-12-30,901604.6848342677
2014-12-31,-280132.8554083374
2015-01-01,-1710100.6058610368
2015-01-02,-2809068.7988240276
2015-01-03,-3290195.877245124
2015-01-04,-3254709.0247940873
2015-01-05,-3042228.515262401
2015-01-06,-2961007.358514688
2015-01-07,-3088358.2633006074
2015-01-08,-3261682.6139301755
2015-01-09,-3239650.7647013846
2015-01-10,-2907163.645254233
2015-01-11,-2373900.392067122
2015-01-12,-1906356.1776061917
2015-01-13,-1742593.6725249856
2015-01-14,-1928487.7495188608
2015-01-15,-2287092.297101564
2015-01-16,-2542007.1774050184
2015-01-17,-2511610.566705482
2015-01-18,-2235432.700002163
2015-01-19,-1947834.3874701909
2015-01-20,-1908193.5810602328
2015-01-21,-2201288.6064515063
2015-01-22,-2643598.5316014937
2015-01-23,-2867420.330719277
2015-01-24,-2539984.8946777075
2015-01-25,-1588285.982372544
2015-01-26,-284082.1963617961
2015-01-27,866877.3026848098
2015-01-28,1375144.7651572006
2015-01-29,1010838.1700394973
2015-01-30,-93280.29249163088
2015-01-31,-1528350.1929153556
2015-02-01,-2827093.9877262283
2015-02-02,-3672990.435321143
2015-02-03,-3987748.724271301
2015-02-04,-3877596.1117552933
2015-02-05,-3504228.4499881403
2015-02-06,-2983008.189282038
2015-02-07,-2372479.0056818
2015-02-08,-1732694.9872325307
2015-02-09,-1178560.8082173262
2015-02-10,-859988.2939360584
2015-02-11,-872689.8631049327
2015-02-12,-1171257.52182082
2015-02-13,-1560084.2482367752
2015-02-14,-1790479.3140297595
2015-02-15,-1706898.46464802
2015-02-16,-1341545.4205874847
2015-02-17,-886078.7308151962
2015-02-18,-558085.0256816953
2015-02-19,-454537.0520050823
2015-02-20,-498333.3513999216
2015-02-21,-506117.9637659078
2015-02-22,-323421.90476729226
2015-02-23,73115.67755442175
2015-02-24,579878.3022052823
2015-02-25,1058109.9177729208
2015-02-26,1419367.3656569049
2015-02-27,1642732.2320130153
2015-02-28,1707518.385246726
2015-03-01,1527232.804924871
2015-03-02,970547.4271891749
2015-03-03,-14740.67225798186
2015-03-04,-1273852.051050056
2015-03-05,-2426182.407370762
2015-03-06,-3028909.9242590447
2015-03-07,-2840564.607000006
2015-03-08,-2006754.7694883128
2015-03-09,-1013194.7803747503
2015-03-10,-404599.21975744073
2015-03-11,-438246.50400883966
2015-03-12,-913876.9206482477
2015-03-13,-1312578.1623115693
2015-03-14,-1164964.2173080973
2015-03-15,-392195.0962534553
2015-03-16,629400.0193060382
2015-03-17,1332500.4782490772
2015-03-18,1369928.5713896686
2015-03-19,869405.6183964056
2015-03-20,340365.32301026845
2015-03-21,290979.88430957065
2015-03-22,843540.3558608833
2015-03-23,1646735.4091869525
2015-03-24,2163662.420698273
2015-03-25,2125399.302932929
2015-03-26,1798192.3219677606
2015-03-27,1826201.5103428138
2015-03-28,2734370.680555902
2015-03-29,4443030.259812739
2015-03-30,6182411.8911700025
2015-03-31,6913202.150126894
2015-04-01,6011396.631727929
2015-04-02,3730126.507948738
2015-04-03,1107532.68342131
2015-04-04,-650139.5005312586
2015-04-05,-901342.4090826603
2015-04-06,71945.44774176039
2015-04-07,1331520.2309133895
2015-04-08,1971350.856800738
2015-04-09,1736627.2243941778
2015-04-10,1137135.9350977156
2015-04-11,991282.0881562006
2015-04-12,1752851.4288928753
2015-04-13,3129075.845085608
2015-04-14,4271850.102160096
2015-04-15,4408694.148909263
2015-04-16,3436575.2195023517
2015-04-17,2031036.4007115196
2015-04-18,1177345.3383296058
2015-04-19,1466097.863599759
2015-04-20,2667598.240982531
2015-04-21,3905556.524035449
2015-04-22,4313351.497466823
2015-04-23,3690429.5374060394
2015-04-24,2669842.44091833
2015-04-25,2270679.0986964894
2015-04-26,3143743.8765552477
2015-04-27,5064540.72821898
2015-04-28,7028383.005311097
2015-04-29,7901118.29432662
2015-04-30,7158415.718028616
2015-05-01,5201059.042444607
2015-05-02,3048512.8540622084
2015-05-03,1643919.0852633717
2015-05-04,1279007.2627672972
2015-05-05,1527208.2665903533
2015-05-06,1684311.1932856536
2015-05-07,1355734.7087462966
2015-05-08,739082.737094966
2015-05-09,409116.2863932649
2015-05-10,798431.2531403725
2015-05-11,1802595.728544089
2015-05-12,2818450.4542943207
2015-05-13,3193380.0859247665
2015-05-14,2729517.424026332
2015-05-15,1854467.1919944873
2015-05-16,1315908.0490608546
2015-05-17,1628315.4949971235
2015-05-18,2687928.6438609837
2015-05-19,3843134.367836388
2015-05-20,4366435.843518692
2015-05-21,3978940.290996598
2015-05-22,3042294.3880188316
2015-05-23,2285127.203741059
2015-05-24,2285677.4089602632
2015-05-25,3096840.3920339854
2015-05-26,4276619.0415895935
2015-05-27,5259029.054874132
2015-05-28,5762465.685582488
2015-05-29,5916034.317856129
2015-05-30,6026198.137543147
2015-05-31,6203367.158662672
2015-06-01,6197568.515133192
2015-06-02,5572712.068027697
2015-06-03,4115172.0232126466
2015-06-04,2125355.447414682
2015-06-05,340811.6916319084
2015-06-06,-519670.17778672185
2015-06-07,-235230.1740588414
2015-06-08,749539.475718868
2015-06-09,1625029.3627122706
2015-06-10,1779054.677327818
2015-06-11,1212851.9349256346
2015-06-12,503139.69475269987
2015-06-13,337352.18861561746
2015-06-14,974219.5816643456
2015-06-15,2028412.657280665
2015-06-16,2751276.0374424923
2015-06-17,2588884.3903613924
2015-06-18,1601193.0941171474
2015-06-19,423035.7210597388
2015-06-20,-202875.30586028664
2015-06-21,31876.230405961098
2015-06-22,801611.4078350327
2015-06-23,1438716.992490264
2015-06-24,1493229.9763955316
2015-06-25,1116531.521588035
2015-06-26,961832.833186845
2015-06-27,1654270.4089155635
2015-06-28,3227701.787636512
2015-06-29,4966307.10846646
2015-06-30,5807923.838675509
2015-07-01,5048421.479163377
2015-07-02,2849824.9221261633
2015-07-03,183189.6805907474
2015-07-04,-1764596.7377137702
2015-07-05,-2319479.472487341
2015-07-06,-1687520.3698279052
2015-07-07,-716207.7506513338
2015-07-08,-259062.3690517782
2015-07-09,-596046.5532262209
2015-07-10,-1319441.1922484452
2015-07-11,-1723415.4671998487
2015-07-12,-1388296.386808002
2015-07-13,-505581.656259362
2015-07-14,282864.77691517794
2015-07-15,389865.23210420326
2015-07-16,-257931.51102048543
2015-07-17,-1157077.0234199523
2015-07-18,-1605496.453073174
2015-07-19,-1230496.4932412852
2015-07-20,-268869.61733271054
2015-07-21,606774.7398522751
2015-07-22,783472.3820290561
2015-07-23,163910.37772861938
2015-07-24,-750319.5087114074
2015-07-25,-1203852.097437751
2015-07-26,-708242.476813728
2015-07-27,628235.3848468792
2015-07-28,2175386.3288070243
2015-07-29,3187494.68440269
2015-07-30,3248181.473969227
2015-07-31,2458932.9623744343
2015-08-01,1283743.7548570035
2015-08-02,201348.48546518438
2015-08-03,-568230.7201598334
2015-08-04,-1097159.5097417156
2015-08-05,-1568882.2802234436
2015-08-06,-2069053.2127484523
2015-08-07,-2511666.0496562966
2015-08-08,-2742359.201909224
2015-08-09,-2701514.51524519
2015-08-10,-2497078.0399701907
2015-08-11,-2323217.760206786
2015-08-12,-2301022.959737302
2015-08-13,-2380304.428815787
2015-08-14,-2385824.0876139873
2015-08-15,-2173091.0380148552
2015-08-16,-1759543.664552445
2015-08-17,-1326396.146948185
2015-08-18,-1090581.1322194356
2015-08-19,-1152460.2202865921
2015-08-20,-1435346.269955913
2015-08-21,-1760515.9092095208
2015-08-22,-1974472.43760888
2015-08-23,-2019600.8427544588
2015-08-24,-1896181.153507991
2015-08-25,-1569240.3326275405
2015-08-26,-936955.7102066615
2015-08-27,79486.44768237065
2015-08-28,1380917.9295249518
2015-08-29,2611708.360680594
2015-08-30,3276091.090633734
2015-08-31,3001399.746478862
2015-09-01,1799205.3153885447
2015-09-02,121571.01826011602
2015-09-03,-1357508.627030907
2015-09-04,-2117346.631377699
2015-09-05,-2067412.044056417
2015-09-06,-1552105.2503649509
2015-09-07,-1077504.0273732035
2015-09-08,-956512.9541546836
2015-09-09,-1127795.3460268427
2015-09-10,-1265082.9199012078
2015-09-11,-1079218.437891868
2015-09-12,-574405.3421986061
2015-09-13,-56842.00662238481
2015-09-14,103482.68564760481
2015-09-15,-224946.66707036222
2015-09-16,-812353.7656027732
2015-09-17,-1227872.4604048252
2015-09-18,-1163305.4243792305
2015-09-19,-674296.5405514898
2015-09-20,-146875.43032349614
2015-09-21,-3586.119976241886
2015-09-22,-364483.53923617024
2015-09-23,-923936.5488211777
2015-09-24,-1146443.0357807523
2015-09-25,-646251.9837895897
2015-09-26,515189.7773405143
2015-09-27,1832535.7317877272
2015-09-28,2659221.4399016793
2015-09-29,2604069.1143677733
2015-09-30,1742770.9698672246
2015-10-01,523609.07535526564
2015-10-02,-545072.5504196486
2015-10-03,-1192233.5673895436
2015-10-04,-1472911.6257914677
2015-10-05,-1613148.866466904
2015-10-06,-1777036.0592023924
2015-10-07,-1942707.1038764033
2015-10-08,-1975054.6281412644
2015-10-09,-1805948.775050833
2015-10-10,-1550071.1680136644
2015-10-11,-1443590.6718763225
2015-10-12,-1650993.3630801009
2015-10-13,-2102296.698970935
2015-10-14,-2504460.980978402
2015-10-15,-2538596.2345515923
2015-10-16,-2100037.0337643935
2015-10-17,-1390375.7731565814
2015-10-18,-790718.9269934366
2015-10-19,-605410.0650888135
2015-10-20,-864386.3874147012
2015-10-21,-1326743.6209050082
2015-10-22,-1672807.9300969967
2015-10-23,-1722797.8849225424
2015-10-24,-1514212.705236001
2015-10-25,-1194380.5993234646
2015-10-26,-842230.7977376843
2015-10-27,-390203.55457217776
2015-10-28,275663.47083415685
2015-10-29,1114902.6933497177
2015-10-30,1829388.9083136958
2015-10-31,1979465.2963321372
2015-11-01,1277340.703473474
2015-11-02,-152275.75026993788
2015-11-03,-1760374.8024420852
2015-11-04,-2868469.261636453
2015-11-05,-3078915.943033082
2015-11-06,-2523540.0022276337
2015-11-07,-1762942.6744709664
2015-11-08,-1393438.3856751532
2015-11-09,-1640262.3685153457
2015-11-10,-2224426.9323774446
2015-11-11,-2603503.393633822
2015-11-12,-2401403.8605797966
2015-11-13,-1707393.2645855888
2015-11-14,-1015232.8537811958
2015-11-15,-854200.436976964
2015-11-16,-1383979.989576209
2015-11-17,-2268887.883899183
2015-11-18,-2927007.408605377
2015-11-19,-2969700.4112499636
2015-11-20,-2491537.8221379346
2015-11-21,-1986299.9809659722
2015-11-22,-1943510.5346516022
2015-11-23,-2434865.5936637954
2015-11-24,-3012460.867985143
2015-11-25,-3021902.592334272
2015-11-26,-2110841.934138369
2015-11-27,-559032.6082352723
2015-11-28,828590.3585452086
2015-11-29,1215806.8546430357
2015-11-30,277729.3716632236
2015-12-01,-1580060.9129940742
2015-12-02,-3478934.2623992385
2015-12-03,-4614987.029844203
2015-12-04,-4723019.200479408
2015-12-05,-4146994.074205141
2015-12-06,-3509344.9270740096
2015-12-07,-3244298.447273966
2015-12-08,-3337718.2252385216
2015-12-09,-3437741.0575863845
2015-12-10,-3214394.388229072
2015-12-11,-2669939.5201516924
2015-12-12,-2151232.584150786
2015-12-13,-2068021.9232995026
2015-12-14,-2542708.994003984
2015-12-15,-3275297.3216050584
2015-12-16,-3735910.5826914585
2015-12-17,-3542429.7607368114
2015-12-18,-2742586.6997987037
2015-12-19,-1787361.7063530057
2015-12-20,-1217762.1317542004
2015-12-21,-1293827.0647093242
2015-12-22,-1830074.656724338
2015-12-23,-2342018.08681877
2015-12-24,-2387797.7188053452
2015-12-25,-1849485.2312809878
2015-12-26,-972969.9607081722
2015-12-27,-163903.6120403537
2015-12-28,280151.37101982435
2015-12-29,308900.1221655436
2015-12-30,55237.193848375944
2015-12-31,-338881.96581974183
2016-01-01,-841785.9312184468
2016-01-02,-1495728.8361015415
2016-01-03,-2281557.602472411
2016-01-04,-3029508.845326093
2016-01-05,-3473863.5609560157
2016-01-06,-3433101.036323693
2016-01-07,-2967659.063714079
2016-01-08,-2372926.4137111614
2016-01-09,-1994833.0175231784
2016-01-10,-1993895.3767483637
2016-01-11,-2239509.6615160727
2016-01-12,-2416168.61080571
2016-01-13,-2269329.116092631
2016-01-14,-1800275.506836449
2016-01-15,-1264278.863198826
2016-01-16,-975362.1072787655
2016-01-17,-1072859.6871177761
2016-01-18,-1432200.9121614478
2016-01-19,-1782268.7070384782
2016-01-20,-1925705.8116340765
2016-01-21,-1878748.4391978686
2016-01-22,-1812441.1308628903
2016-01-23,-1847692.1209136054
2016-01-24,-1889486.0177539196
2016-01-25,-1655536.7983250294
2016-01-26,-907805.8377495579
2016-01-27,285703.25339966896
2016-01-28,1474639.553797808
2016-01-29,2035444.359433903
2016-01-30,1547158.1457057227
2016-01-31,74388.12422885152
2016-02-01,-1835538.1097625152
2016-02-02,-3458261.5465400266
2016-02-03,-4295426.844386075
2016-02-04,-4305863.520558908
2016-02-05,-3827474.9300638936
2016-02-06,-3277700.905541579
2016-02-07,-2866306.923699365
2016-02-08,-2524514.0206104387
2016-02-09,-2073884.622727682
2016-02-10,-1467450.1460508017
2016-02-11,-890820.319171438
2016-02-12,-637853.3387313412
2016-02-13,-863930.7243361563
2016-02-14,-1425549.681417017
2016-02-15,-1948302.8435952563
2016-02-16,-2082657.7484876656
2016-02-17,-1753201.5278181874
2016-02-18,-1205115.5628260644
2016-02-19,-811330.9900466645
2016-02-20,-781120.0575873115
2016-02-21,-999058.3710523231
2016-02-22,-1114553.2637013139
2016-02-23,-812360.3402018307
2016-02-24,-55309.744380740594
2016-02-25,880347.7534857283
2016-02-26,1596356.3864964952
2016-02-27,1831037.8416011517
2016-02-28,1587751.3400030057
2016-02-29,1055752.8218903223
2016-03-01,412051.944630385
2016-03-02,-308993.4426611338
2016-03-03,-1167649.1633504613
2016-03-04,-2143282.4865554036
2016-03-05,-3011988.674948991
2016-03-06,-3419860.976798716
2016-03-07,-3128185.790765333
2016-03-08,-2243360.880746257
2016-03-09,-1222080.6341049385
2016-03-10,-608108.7365758886
2016-03-11,-666786.8088517184
2016-03-12,-1186872.0490439513
2016-03-13,-1619387.5954794297
2016-03-14,-1469381.3736140346
2016-03-15,-659325.2585501068
2016-03-16,411693.52414782724
2016-03-17,1160776.5473944624
2016-03-18,1252713.749212708
2016-03-19,841353.299763521
2016-03-20,431265.9346957068
2016-03-21,471544.6168489986
2016-03-22,1000968.7890020912
2016-03-23,1634722.6036835383
2016-03-24,1910076.8047446832
2016-03-25,1717648.635593252
2016-03-26,1460770.8305135162
2016-03-27,1775339.43288889
2016-03-28,2997178.1008904665
2016-03-29,4786834.769792385
2016-03-30,6230396.7380316965
2016-03-31,6396239.756486747
2016-04-01,4980810.258783624
2016-04-02,2564603.9287119075
2016-04-03,275480.13656258176
2016-04-04,-918166.8401326753
2016-04-05,-795337.9241130669
2016-04-06,56752.09200798272
2016-04-07,746918.366067822
2016-04-08,762595.6895520901
2016-04-09,320436.65111685946
2016-04-10,134262.2353678968
2016-04-11,793089.9403320458
2016-04-12,2236694.673020968
2016-04-13,3742808.603771957
2016-04-14,4440850.193394151
2016-04-15,3970035.0682982747
2016-04-16,2767398.178636918
2016-04-17,1759569.8609621506
2016-04-18,1683038.2700701063
2016-04-19,2545841.499803802
2016-04-20,3639000.621536403
2016-04-21,4101073.2761633196
2016-04-22,3610070.313049084
2016-04-23,2669327.366616592
2016-04-24,2256155.0946241785
2016-04-25,3090742.9455056563
2016-04-26,5056976.935216587
2016-04-27,7221595.888707228
2016-04-28,8431858.921741828
2016-04-29,8076697.676489752
2016-04-30,6453380.522204535
2016-05-01,4493758.883910409
2016-05-02,3080816.059258656
2016-05-03,2479473.585996925
2016-05-04,2283921.308440076
2016-05-05,1885222.6816076967
2016-05-06,1059497.1468761605
2016-05-07,191426.79917788506
2016-05-08,-41592.01929999137
2016-05-09,731370.2370950627
2016-05-10,2185501.7816501227
2016-05-11,3459283.2412923845
2016-05-12,3757966.8211649163
2016-05-13,2955035.682668075
2016-05-14,1719866.2007486771
2016-05-15,1049105.5482311558
2016-05-16,1542021.2039531192
2016-05-17,2959814.087393894
2016-05-18,4405009.796478007
2016-05-19,4984377.324517191
2016-05-20,4455616.445652027
2016-05-21,3384475.3974855123
2016-05-22,2697015.263940752
2016-05-23,2979100.425913486
2016-05-24,4067885.158436047
2016-05-25,5233660.159503389
2016-05-26,5792937.836553131
2016-05-27,5656652.359330753
2016-05-28,5374675.392846794
2016-05-29,5631971.029062438
2016-05-30,6603199.787987975
2016-05-31,7689486.01625005
2016-06-01,7902493.134090602
2016-06-02,6605884.754095962
2016-06-03,4071048.7491778457
2016-06-04,1392255.3723088233
2016-06-05,-204189.95499167478
2016-06-06,-190395.43151390826
2016-06-07,928458.789614857
2016-06-08,2010661.9956615951
2016-06-09,2121009.77143506
2016-06-10,1202759.8068971385
2016-06-11,77077.20121195876
2016-06-12,-216411.67693458032
2016-06-13,760559.2914741552
2016-06-14,2486241.0419336814
2016-06-15,3845720.346594042
2016-06-16,3950507.6961950264
2016-06-17,2788129.045599308
2016-06-18,1216817.6189383948
2016-06-19,308561.96070129436
2016-06-20,559189.9757512562
2016-06-21,1554050.9563925832
2016-06-22,2343363.3099346207
2016-06-23,2232760.0029363595
2016-06-24,1377262.4952670294
2016-06-25,703280.1415947865
2016-06-26,1198573.8197679666
2016-06-27,3100939.874830815
2016-06-28,5600673.111774424
2016-06-29,7302889.4274050305
2016-06-30,7136142.889448905
2016-07-01,5068708.272933919
2016-07-02,2117938.7783456063
2016-07-03,-337930.72303182527
2016-07-04,-1441531.133560112
2016-07-05,-1311685.7464574254
2016-07-06,-791345.9220751594
2016-07-07,-715507.839598546
2016-07-08,-1282337.221912947
2016-07-09,-1977820.4610457763
2016-07-10,-2078011.4897985817
2016-07-11,-1298027.0763671116
2016-07-12,-70991.4296765937
2016-07-13,760288.3396450508
2016-07-14,594243.4693304828
2016-07-15,-450863.7139890628
2016-07-16,-1598682.4060531869
2016-07-17,-1980415.4472641766
2016-07-18,-1274475.6116441623
2016-07-19,63907.886909705136
2016-07-20,1148402.3396826289
2016-07-21,1319989.549128001
2016-07-22,621334.8199707597
2016-07-23,-253665.66859108274
2016-07-24,-478885.654137305
2016-07-25,311654.33610201365
2016-07-26,1793845.9998220538
2016-07-27,3230576.094067802
2016-07-28,4012605.6321399645
2016-07-29,4039900.0940931425
2016-07-30,3682376.047904884
2016-07-31,3386389.68280952
2016-08-01,3271097.181548245
2016-08-02,3058752.4781387
2016-08-03,2370215.7751217913
2016-08-04,1128696.7388732748
2016-08-05,-276134.1239106713
2016-08-06,-1220838.547898213
2016-08-07,-1307912.978543878
2016-08-08,-686308.984170703
2016-08-09,37433.05144296731
2016-08-10,240429.12662765538
2016-08-11,-249055.74954303127
2016-08-12,-1019834.2904150254
2016-08-13,-1389189.1925977436
2016-08-14,-924144.624670857
2016-08-15,219799.9864356287
2016-08-16,1399427.6578483405
2016-08-17,1947082.282780711
2016-08-18,1638490.250993919
2016-08-19,816613.0882636567
2016-08-20,101912.07652171717
2016-08-21,-85749.77936389395
2016-08-22,197280.40012942275
2016-08-23,551626.721968167
2016-08-24,647338.469848686
2016-08-25,567972.8432467434
2016-08-26,784802.2758210946
2016-08-27,1760414.2572176852
2016-08-28,3476760.115726079
2016-08-29,5278979.272178067
2016-08-30,6218835.834167154
2016-08-31,5650771.746383532
2016-09-01,3685392.5669349506
2016-09-02,1157975.7007501207
2016-09-03,-869025.892627898
2016-09-04,-1752888.313927595
2016-09-05,-1590043.5817206488
2016-09-06,-1031511.5173688519
2016-09-07,-752467.2248227786
2016-09-08,-978719.9182525513
2016-09-09,-1406358.9438772101
2016-09-10,-1533956.2558250313
2016-09-11,-1122236.898207842
2016-09-12,-417046.8782775138
2016-09-13,36340.88177753103
2016-09-14,-174181.27488621997
2016-09-15,-991634.1603462478
2016-09-16,-1915670.1018740076
2016-09-17,-2371292.471675099
2016-09-18,-2132748.345168644
2016-09-19,-1479853.7956781352
2016-09-20,-969498.3721203487
2016-09-21,-1000218.3223094329
2016-09-22,-1499978.2618278281
2016-09-23,-1971700.7173755127
2016-09-24,-1860791.5920444948
2016-09-25,-965564.7727786616
2016-09-26,402908.69577297854
2016-09-27,1620682.9545443137
2016-09-28,2146616.257898491
2016-09-29,1832417.283520707
2016-09-30,941284.1479860113
2016-10-01,-93531.7427199704
2016-10-02,-960270.9393470534
2016-10-03,-1592996.305194314
2016-10-04,-2079762.4527220558
2016-10-05,-2472797.796656481
2016-10-06,-2694068.3451294806
2016-10-07,-2618771.1236204877
2016-10-08,-2250438.72516876
2016-10-09,-1809304.653018337
2016-10-10,-1626823.9441700145
2016-10-11,-1906077.2451384652
2016-10-12,-2537314.9203477288
2016-10-13,-3134954.3176320866
2016-10-14,-3287576.672700079
2016-10-15,-2846125.825097232
2016-10-16,-2033727.427517503
2016-10-17,-1289699.7256686357
2016-10-18,-964262.3181364674
2016-10-19,-1097136.7360986052
2016-10-20,-1437171.0664820154
2016-10-21,-1673260.2715483266
2016-10-22,-1681585.2888854407
2016-10-23,-1581103.9230124243
2016-10-24,-1559089.4991388323
2016-10-25,-1627123.4415767908
2016-10-26,-1532354.4255594949
2016-10-27,-939465.6619358995
2016-10-28,245515.68596973896
2016-10-29,1665415.1758768915
2016-10-30,2630011.030139446
2016-10-31,2518977.226171734
2016-11-01,1210749.839975334
2016-11-02,-778965.4155750108
2016-11-03,-2570446.6578382095
2016-11-04,-3454038.886922105
2016-11-05,-3305122.7194030234
2016-11-06,-2605862.8606552426
2016-11-07,-2063076.4814649327
2016-11-08,-2101151.491430581
2016-11-09,-2594055.282488283
2016-11-10,-3020566.385035676
2016-11-11,-2907096.6341433036
2016-11-12,-2219038.748242165
2016-11-13,-1404947.6056487903
2016-11-14,-1060960.4177163236
2016-11-15,-1478907.7280285202
2016-11-16,-2418372.092348457
2016-11-17,-3282725.250725982
2016-11-18,-3561741.6666312367
2016-11-19,-3204009.9212239664
2016-11-20,-2637869.7503726585
2016-11-21,-2420573.2667331463
2016-11-22,-2782155.392049954
2016-11-23,-3412264.447431612
2016-11-24,-3662189.242877967
2016-11-25,-3026472.075438146
2016-11-26,-1554069.6567924747
2016-11-27,113945.73194585934
2016-11-28,1114366.7691138072
2016-11-29,894238.2088564984
2016-11-30,-462363.6868563291
2016-12-01,-2315669.2302675582
2016-12-02,-3884213.8246325413
2016-12-03,-4690809.1675804965
2016-12-04,-4753154.553330424
2016-12-05,-4427179.068798456
2016-12-06,-4071504.9440941405
2016-12-07,-3803260.301746043
2016-12-08,-3506509.9139293814
2016-12-09,-3046371.69212678
2016-12-10,-2477953.1253862903
2016-12-11,-2064405.469649785
2016-12-12,-2083488.4039505697
2016-12-13,-2584139.7736923564
2016-12-14,-3295976.95808898
2016-12-15,-3777640.6986596417
2016-12-16,-3705937.3564769914
2016-12-17,-3091774.0856737876
2016-12-18,-2267624.2622641614
2016-12-19,-1658966.7996542342
2016-12-20,-1508388.5837287789
2016-12-21,-1744484.907330819
2016-12-22,-2073628.3334027193
2016-12-23,-2199814.178531839
2016-12-24,-2007237.114878368
2016-12-25,-1580968.6762975294
2016-12-26,-1087458.136491993
2016-12-27,-636517.5998418933
2016-12-28,-249880.74599613095
2016-12-29,56352.858561368324
2016-12-30,177064.7388244038
2016-12-31,-76201.50892716632
2017-01-01,-841534.7694599074
2017-01-02,-2039714.5795462579
2017-01-03,-3324035.177302393
2017-01-04,-4229716.8418396255
2017-01-05,-4437646.910997293
2017-01-06,-3980827.2708018813
2017-01-07,-3232354.934341884
2017-01-08,-2668588.7339672367
2017-01-09,-2564975.958211888
2017-01-10,-2833820.1229730453
2017-01-11,-3117420.566423132
2017-01-12,-3065913.643450989
2017-01-13,-2597379.5055398773
2017-01-14,-1952576.238200872
2017-01-15,-1512616.206011615
2017-01-16,-1522490.7445857173
2017-01-17,-1924862.6839353617
2017-01-18,-2421211.4532641727
2017-01-19,-2706784.4668420176
2017-01-20,-2688601.5376299233
2017-01-21,-2518927.8499213993
2017-01-22,-2424579.6874552337
2017-01-23,-2471571.5868461714
2017-01-24,-2464409.6805092953
2017-01-25,-2074179.3588018513
2017-01-26,-1118110.6352806194
2017-01-27,216755.15842575856
2017-01-28,1386034.8168013045
2017-01-29,1756064.2286737275
2017-01-30,974482.0669966164
2017-01-31,-800743.3190935169
2017-02-01,-2959797.8417010563
2017-02-02,-4749343.405612583
2017-02-03,-5644063.2291072365
2017-02-04,-5563080.055543632
2017-02-05,-4820682.872528361
2017-02-06,-3883258.6515850304
2017-02-07,-3103006.7218309394
2017-02-08,-2587273.2277594167
2017-02-09,-2249978.3437141273
2017-02-10,-1968853.8157175393
2017-02-11,-1713797.8966490866
2017-02-12,-1563614.2798931096
2017-02-13,-1617011.0427949268
2017-02-14,-1882372.036498769
2017-02-15,-2234376.426936587
2017-02-16,-2470661.879475222
2017-02-17,-2428962.5494959843
2017-02-18,-2080365.0467228768
2017-02-19,-1546947.2776616632
2017-02-20,-1027636.129997772
2017-02-21,-679517.7932782588
2017-02-22,-524139.0367109796
2017-02-23,-433149.4948740818
2017-02-24,-204874.98342608754
2017-02-25,304514.5574201301
2017-02-26,1061549.8859179772
2017-02-27,1823787.2070303943
2017-02-28,2221487.386011833
2017-03-01,1938322.4411790224
2017-03-02,898755.8554134697
2017-03-03,-641212.6689090258
2017-03-04,-2178016.640967255
2017-03-05,-3185808.2131294324
2017-03-06,-3379017.717832602
2017-03-07,-2854879.5635402515
2017-03-08,-2022384.629649268
2017-03-09,-1356853.5579659578
2017-03-10,-1120038.7237021206
2017-03-11,-1228766.1471945685
2017-03-12,-1352171.813300557
2017-03-13,-1169687.6154568791
2017-03-14,-605169.3903211565
2017-03-15,128100.30756773044
2017-03-16,696398.7698039346
2017-03-17,904518.1729648024
2017-03-18,843089.3201610593
2017-03-19,808802.745600959
2017-03-20,1056626.0631247421
2017-03-21,1575798.964754189
2017-03-22,2075035.849405032
2017-03-23,2206580.148394776
2017-03-24,1873241.4142182402
2017-03-25,1381629.306205446
2017-03-26,1293629.808300458
2017-03-27,2052877.415632469
2017-03-28,3636690.9213291267
2017-03-29,5484871.101708348
2017-03-30,6777292.528730969
2017-03-31,6893829.143572266
2017-04-01,5765684.417422545
2017-04-02,3882515.960875226
2017-04-03,1975824.7744610587
2017-04-04,598874.3826170055
2017-04-05,-113839.26790722144
2017-04-06,-379853.3919512682
2017-04-07,-479850.27626415394
2017-04-08,-501585.1986129807
2017-04-09,-306454.5767773435
2017-04-10,277885.5890012559
2017-04-11,1219629.5115607425
2017-04-12,2208265.0133388224
2017-04-13,2827866.359656959
2017-04-14,2845563.8031223984
2017-04-15,2387175.02176907
