Date,Linear_Trend
2015-01-17,5148962.658705356
2015-01-18,5149256.572807512
2015-01-19,5149548.899347903
2015-01-20,5149838.019401919
2015-01-21,5150134.932990316
2015-01-22,5150449.238309791
2015-01-23,5150772.403449506
2015-01-24,5151108.653350689
2015-01-25,5151434.199148144
2015-01-26,5151744.327721088
2015-01-27,5152035.184150255
2015-01-28,5152336.898370085
2015-01-29,5152659.974649352
2015-01-30,5152978.052873742
2015-01-31,5153311.566767692
2015-02-01,5153658.3497998575
2015-02-02,5153998.380325684
2015-02-03,5154335.155692014
2015-02-04,5154677.6186247645
2015-02-05,5155024.6864628475
2015-02-06,5155381.227369312
2015-02-07,5155739.6131037455
2015-02-08,5156100.083864537
2015-02-09,5156448.610762229
2015-02-10,5156782.132617342
2015-02-11,5157126.893166961
2015-02-12,5157484.467126937
2015-02-13,5157846.249716065
2015-02-14,5158204.949546761
2015-02-15,5158555.949711151
2015-02-16,5158891.987878816
2015-02-17,5159215.5860866895
2015-02-18,5159525.529286463
2015-02-19,5159853.804286426
2015-02-20,5160192.805819134
2015-02-21,5160522.411858494
2015-02-22,5160847.811128585
2015-02-23,5161154.342228012
2015-02-24,5161415.701774261
2015-02-25,5161674.094056166
2015-02-26,5161914.545775595
2015-02-27,5162168.371096275
2015-02-28,5162447.1325865295
2015-03-01,5162746.764623526
2015-03-02,5163036.983353146
2015-03-03,5163351.08281106
2015-03-04,5163659.147588388
2015-03-05,5163970.499851798
2015-03-06,5164288.140560083
2015-03-07,5164611.210227187
2015-03-08,5164929.673794472
2015-03-09,5165251.842549576
2015-03-10,5165570.230116561
2015-03-11,5165886.370147737
2015-03-12,5166209.535836144
2015-03-13,5166558.290408455
2015-03-14,5166929.392478822
2015-03-15,5167298.98314052
2015-03-16,5167667.356902093
2015-03-17,5168033.326200497
2015-03-18,5168411.444596933
2015-03-19,5168794.673427031
2015-03-20,5169193.972723461
2015-03-21,5169612.011986792
2015-03-22,5170031.177686498
2015-03-23,5170448.083997791
2015-03-24,5170867.608540268
2015-03-25,5171281.278014545
2015-03-26,5171704.360117474
2015-03-27,5172134.996638037
2015-03-28,5172591.548036158
2015-03-29,5173048.278995162
2015-03-30,5173504.943363396
2015-03-31,5173901.503486129
2015-04-01,5174277.71207273
2015-04-02,5174646.59655817
2015-04-03,5175030.691494579
2015-04-04,5175431.556368914
2015-04-05,5175870.478000641
2015-04-06,5176307.366815378
2015-04-07,5176725.64102948
2015-04-08,5177118.658004808
2015-04-09,5177497.478887312
2015-04-10,5177874.895998912
2015-04-11,5178246.341661918
2015-04-12,5178585.307875847
2015-04-13,5178909.66339934
2015-04-14,5179196.60618424
2015-04-15,5179454.430914414
2015-04-16,5179698.568981637
2015-04-17,5179955.792393218
2015-04-18,5180210.698944581
2015-04-19,5180464.974275013
2015-04-20,5180725.569681669
2015-04-21,5180970.374368162
2015-04-22,5181196.146589097
2015-04-23,5181433.883271554
2015-04-24,5181668.390325076
2015-04-25,5181916.501431812
2015-04-26,5182130.582265595
2015-04-27,5182356.277479533
2015-04-28,5182566.9273160305
2015-04-29,5182773.552377722
2015-04-30,5183010.579820914
2015-05-01,5183254.664665104
2015-05-02,5183522.655476877
2015-05-03,5183810.532080809
2015-05-04,5184108.165315347
2015-05-05,5184416.1114530405
2015-05-06,5184726.543944852
2015-05-07,5185032.313625319
2015-05-08,5185332.6497583175
2015-05-09,5185651.977913534
2015-05-10,5185973.4932264695
2015-05-11,5186313.622980249
2015-05-12,5186647.454903779
2015-05-13,5186987.819797543
2015-05-14,5187329.412425727
2015-05-15,5187686.055060662
2015-05-16,5188058.01795542
2015-05-17,5188436.413494127
2015-05-18,5188822.258382751
2015-05-19,5189223.214974156
2015-05-20,5189615.533244355
2015-05-21,5189981.910187673
2015-05-22,5190349.40040924
2015-05-23,5190734.966417947
2015-05-24,5191140.070199233
2015-05-25,5191536.240630422
2015-05-26,5191952.585196327
2015-05-27,5192388.316432666
2015-05-28,5192834.665725745
2015-05-29,5193304.078087412
2015-05-30,5193815.158726214
2015-05-31,5194261.029293407
2015-06-01,5194726.389269108
2015-06-02,5195202.133762422
2015-06-03,5195710.325848276
2015-06-04,5196196.98104809
2015-06-05,5196775.842634047
2015-06-06,5197346.574254142
2015-06-07,5197922.834806905
2015-06-08,5198506.478002387
2015-06-09,5199091.488089998
2015-06-10,5199677.162932849
2015-06-11,5200269.072092126
2015-06-12,5200878.213495542
2015-06-13,5201483.468766534
2015-06-14,5202101.515629168
2015-06-15,5202708.97842368
2015-06-16,5203324.08688175
2015-06-17,5203950.764657461
2015-06-18,5204585.572214928
2015-06-19,5205214.902989496
2015-06-20,5205862.32685236
2015-06-21,5206526.220710379
2015-06-22,5207199.8249591235
2015-06-23,5207867.713317064
2015-06-24,5208548.8027439825
2015-06-25,5209244.563740377
2015-06-26,5209959.260687125
2015-06-27,5210679.791561418
2015-06-28,5211408.574392845
2015-06-29,5212133.852874201
2015-06-30,5212849.605399578
2015-07-01,5213568.333041352
2015-07-02,5214306.589918461
2015-07-03,5215053.064905065
2015-07-04,5215823.915800207
2015-07-05,5216636.113380317
2015-07-06,5217431.776933121
2015-07-07,5218233.327364387
2015-07-08,5219017.940647853
2015-07-09,5219804.514100347
2015-07-10,5220568.049160578
2015-07-11,5221342.404463607
2015-07-12,5222115.121499888
2015-07-13,5222879.501144674
2015-07-14,5223650.611953385
2015-07-15,5224415.115591157
2015-07-16,5225166.375379345
2015-07-17,5225921.870049602
2015-07-18,5226690.102746667
2015-07-19,5227459.807635074
2015-07-20,5228220.688887275
2015-07-21,5228982.547579543
2015-07-22,5229730.857536265
2015-07-23,5230467.842285544
2015-07-24,5231216.0419955775
2015-07-25,5231979.545096996
2015-07-26,5232740.945098034
2015-07-27,5233508.637637922
2015-07-28,5234286.405515311
2015-07-29,5235063.606761067
2015-07-30,5235840.672462855
2015-07-31,5236610.881791501
2015-08-01,5237398.816230452
2015-08-02,5238226.062917956
2015-08-03,5239116.628848152
2015-08-04,5240070.540356025
2015-08-05,5241116.400770902
2015-08-06,5242223.524998792
2015-08-07,5243376.861738394
2015-08-08,5244558.498206083
2015-08-09,5245768.126568324
2015-08-10,5247000.830148435
2015-08-11,5248266.882585624
2015-08-12,5249574.893174351
2015-08-13,5250915.258045339
2015-08-14,5252301.171987304
2015-08-15,5253718.703771403
2015-08-16,5255164.223399218
2015-08-17,5256639.917122433
2015-08-18,5258149.320012564
2015-08-19,5259671.675928204
2015-08-20,5261245.764051771
2015-08-21,5262861.999737402
2015-08-22,5264519.148247204
2015-08-23,5266219.3764854735
2015-08-24,5267940.876335781
2015-08-25,5269684.52890138
2015-08-26,5271460.240567646
2015-08-27,5273280.6060838085
2015-08-28,5275148.37950963
2015-08-29,5277026.94397944
2015-08-30,5278995.426515363
2015-08-31,5281044.173817126
2015-09-01,5283166.794067681
2015-09-02,5285357.934766869
2015-09-03,5287622.542202801
2015-09-04,5289878.160215755
2015-09-05,5292123.773290491
2015-09-06,5294353.670684674
2015-09-07,5296548.71391426
2015-09-08,5298721.062833448
2015-09-09,5300878.675549699
2015-09-10,5303027.01288882
2015-09-11,5305170.8868193375
2015-09-12,5307286.363461369
2015-09-13,5309389.400627361
2015-09-14,5311478.257543225
2015-09-15,5313555.602757184
2015-09-16,5315627.601066478
2015-09-17,5317685.574606817
2015-09-18,5319725.636777864
2015-09-19,5321754.29783635
2015-09-20,5323771.181402929
2015-09-21,5325768.832943288
2015-09-22,5327759.835023198
2015-09-23,5329759.322418235
2015-09-24,5331743.284074037
2015-09-25,5333711.705794837
2015-09-26,5335656.408281615
2015-09-27,5337582.123301995
2015-09-28,5339462.207331883
2015-09-29,5341335.565435718
2015-09-30,5343206.328311473
2015-10-01,5345066.815466601
2015-10-02,5346915.656709657
2015-10-03,5348780.820067973
2015-10-04,5350625.464373113
2015-10-05,5352460.332199211
2015-10-06,5354280.529252496
2015-10-07,5356098.335296489
2015-10-08,5357915.441176066
2015-10-09,5359733.169069396
2015-10-10,5361544.1071006125
2015-10-11,5363354.36021245
2015-10-12,5365171.6878815675
2015-10-13,5366978.009633102
2015-10-14,5368775.766335193
2015-10-15,5370587.262281839
2015-10-16,5372392.687233465
2015-10-17,5374193.399607476
2015-10-18,5375994.924339044
2015-10-19,5377780.864529922
2015-10-20,5379538.424086602
2015-10-21,5381283.891893634
2015-10-22,5383024.213377308
2015-10-23,5384760.633195498
2015-10-24,5386489.161484968
2015-10-25,5388207.7176753655
2015-10-26,5389921.581427765
2015-10-27,5391608.358745968
2015-10-28,5393291.570083356
2015-10-29,5394947.4494889965
2015-10-30,5396591.967274203
2015-10-31,5398232.933579632
2015-11-01,5399868.525215915
2015-11-02,5401497.252159909
2015-11-03,5403167.903910461
2015-11-04,5404841.372957751
2015-11-05,5406505.008221839
2015-11-06,5408168.267541119
2015-11-07,5409827.743295574
2015-11-08,5411491.323814673
2015-11-09,5413142.340477269
2015-11-10,5414793.445590259
2015-11-11,5416446.170489351
2015-11-12,5418105.9593645865
2015-11-13,5419752.269253695
2015-11-14,5421409.337387913
2015-11-15,5423062.7366147945
2015-11-16,5424717.259414545
2015-11-17,5426367.311949214
2015-11-18,5428021.169685214
2015-11-19,5429668.875355054
2015-11-20,5431311.252180391
2015-11-21,5432946.320269303
2015-11-22,5434585.08793842
2015-11-23,5436217.2097760625
2015-11-24,5437856.83262212
2015-11-25,5439502.358824673
2015-11-26,5441145.494096572
2015-11-27,5442785.742455789
2015-11-28,5444407.5539234625
2015-11-29,5446021.115299718
2015-11-30,5447626.329199537
2015-12-01,5449239.178971006
2015-12-02,5450857.200437674
2015-12-03,5452492.845322108
2015-12-04,5454120.820502047
2015-12-05,5455739.228943127
2015-12-06,5457354.186142039
2015-12-07,5458971.8849901175
2015-12-08,5460591.366921726
2015-12-09,5462209.1133019235
2015-12-10,5463841.881317461
2015-12-11,5465476.948685152
2015-12-12,5467121.979769784
2015-12-13,5468763.531166238
2015-12-14,5470397.610400932
2015-12-15,5472032.788018709
2015-12-16,5473670.1335121
2015-12-17,5475319.807062545
2015-12-18,5476971.393187211
2015-12-19,5478623.557765485
2015-12-20,5480281.300421212
2015-12-21,5481944.875679766
2015-12-22,5483597.848465535
2015-12-23,5485252.772731555
2015-12-24,5486897.370166537
2015-12-25,5488544.290106718
2015-12-26,5490177.638196942
2015-12-27,5491804.489306753
2015-12-28,5493410.891174414
2015-12-29,5495002.2730539525
2015-12-30,5496586.944949423
2015-12-31,5498184.341047904
2016-01-01,5499772.198750806
2016-01-02,5501344.231848856
2016-01-03,5502919.844182098
2016-01-04,5504476.517507854
2016-01-05,5506031.465326514
2016-01-06,5507587.803363868
2016-01-07,5509132.501724736
2016-01-08,5510672.026362954
2016-01-09,5512196.84862908
2016-01-10,5513714.286186097
2016-01-11,5515209.83864656
2016-01-12,5516700.937758351
2016-01-13,5518187.61725029
2016-01-14,5519676.51446053
2016-01-15,5521161.540582324
2016-01-16,5522624.791228893
2016-01-17,5524067.91042953
2016-01-18,5525496.068589911
2016-01-19,5526906.79097801
2016-01-20,5528312.6631393125
2016-01-21,5529714.30897059
2016-01-22,5531097.649020336
2016-01-23,5532472.328599367
2016-01-24,5533825.962592279
2016-01-25,5535164.7910608575
2016-01-26,5536485.17133556
2016-01-27,5537800.554895746
2016-01-28,5539094.091858659
2016-01-29,5540351.261871101
2016-01-30,5541613.521350341
2016-01-31,5542853.709437908
2016-02-01,5544071.258719968
2016-02-02,5545291.365933573
2016-02-03,5546516.652137967
2016-02-04,5547736.907291429
2016-02-05,5548952.592877885
2016-02-06,5550150.939104863
2016-02-07,5551322.8608203335
2016-02-08,5552480.445425075
2016-02-09,5553632.227696368
2016-02-10,5554772.539373524
2016-02-11,5555901.17074512
2016-02-12,5557018.324989492
2016-02-13,5558123.598324313
2016-02-14,5559216.601554647
2016-02-15,5560301.295086394
2016-02-16,5561381.7744392725
2016-02-17,5562454.555686096
2016-02-18,5563541.0970810335
2016-02-19,5564614.3465203475
2016-02-20,5565672.199110877
2016-02-21,5566721.925240174
2016-02-22,5567774.904636554
2016-02-23,5568839.265179303
2016-02-24,5569923.332977332
2016-02-25,5570999.083229886
2016-02-26,5572062.442978245
2016-02-27,5573122.063204282
2016-02-28,5574166.482749429
2016-02-29,5575218.552363072
2016-03-01,5576295.645946302
2016-03-02,5577401.215937773
2016-03-03,5578514.584852678
2016-03-04,5579628.18008367
2016-03-05,5580737.699545553
2016-03-06,5581843.627215727
2016-03-07,5582953.291225109
2016-03-08,5584050.5691553475
2016-03-09,5585145.30885872
2016-03-10,5586239.084946028
2016-03-11,5587313.518005676
2016-03-12,5588363.223526589
2016-03-13,5589392.393095919
2016-03-14,5590423.603039826
2016-03-15,5591456.547392536
2016-03-16,5592505.746771484
2016-03-17,5593556.827174583
2016-03-18,5594589.123750997
2016-03-19,5595607.494078845
2016-03-20,5596613.046144786
2016-03-21,5597622.778291172
2016-03-22,5598636.506459439
2016-03-23,5599657.038894006
2016-03-24,5600694.247481479
2016-03-25,5601723.365725622
2016-03-26,5602744.221507224
2016-03-27,5603766.507981038
2016-03-28,5604791.009931375
2016-03-29,5605837.319590801
2016-03-30,5606942.132259329
2016-03-31,5608070.12561286
2016-04-01,5609210.787779762
2016-04-02,5610371.925765948
2016-04-03,5611523.512349408
2016-04-04,5612638.569275567
2016-04-05,5613752.882978289
2016-04-06,5614877.149449918
2016-04-07,5615995.444808478
2016-04-08,5617108.6968026245
2016-04-09,5618223.141293162
2016-04-10,5619347.574346803
2016-04-11,5620489.14292617
2016-04-12,5621637.406368677
2016-04-13,5622803.100366852
2016-04-14,5623957.899399734
2016-04-15,5625105.984963569
2016-04-16,5626248.726172617
2016-04-17,5627375.536600175
2016-04-18,5628472.3533612685
2016-04-19,5629561.828219054
2016-04-20,5630643.313191439
2016-04-21,5631691.632736544
2016-04-22,5632704.599624095
2016-04-23,5633716.86692593
2016-04-24,5634714.4406368
2016-04-25,5635719.221150071
2016-04-26,5636684.230486615
2016-04-27,5637649.746308016
2016-04-28,5638559.874849285
2016-04-29,5639391.5672438275
2016-04-30,5640185.607571105
2016-05-01,5640967.919323553
2016-05-02,5641722.463746243
2016-05-03,5642482.304592294
2016-05-04,5643255.789982555
2016-05-05,5644014.24783022
2016-05-06,5644768.7691768585
2016-05-07,5645511.077498448
2016-05-08,5646249.42387795
2016-05-09,5646991.64232349
2016-05-10,5647710.71187269
2016-05-11,5648436.404670112
2016-05-12,5649163.111734654
2016-05-13,5649854.967140967
2016-05-14,5650517.636399343
2016-05-15,5651166.81320455
2016-05-16,5651823.784259004
2016-05-17,5652466.856685657
2016-05-18,5653089.707451884
2016-05-19,5653725.858132288
2016-05-20,5654340.753432698
2016-05-21,5654923.393799669
2016-05-22,5655504.6195974145
2016-05-23,5656071.359808341
2016-05-24,5656632.774854702
2016-05-25,5657194.367851157
2016-05-26,5657758.476763122
2016-05-27,5658297.778617284
2016-05-28,5658810.444105571
2016-05-29,5659307.486729339
2016-05-30,5659872.45585416
2016-05-31,5660410.9241300095
2016-06-01,5660944.874706233
2016-06-02,5661463.171804245
2016-06-03,5661977.59335578
2016-06-04,5662417.494483455
2016-06-05,5662876.158556921
2016-06-06,5663340.673268649
2016-06-07,5663803.176741684
2016-06-08,5664270.334111711
2016-06-09,5664716.117819803
2016-06-10,5665159.088647842
2016-06-11,5665600.21767961
2016-06-12,5666048.251950586
2016-06-13,5666492.669543152
2016-06-14,5666955.696320984
2016-06-15,5667410.536293648
2016-06-16,5667836.505809703
2016-06-17,5668229.072804112
2016-06-18,5668644.505820748
2016-06-19,5669040.28546422
2016-06-20,5669415.4796466185
2016-06-21,5669786.304260698
2016-06-22,5670169.560844197
2016-06-23,5670527.8116886765
2016-06-24,5670848.192269003
2016-06-25,5671155.300192831
2016-06-26,5671455.430719147
2016-06-27,5671758.913650914
2016-06-28,5672080.852710618
2016-06-29,5672437.82530173
2016-06-30,5672785.802282721
2016-07-01,5673105.440871104
2016-07-02,5673407.153047987
2016-07-03,5673685.978284459
2016-07-04,5673932.987997575
2016-07-05,5674192.76850282
2016-07-06,5674448.796764706
2016-07-07,5674723.626775898
2016-07-08,5674992.432877001
2016-07-09,5675270.08823758
2016-07-10,5675548.566623575
2016-07-11,5675829.4626845205
2016-07-12,5676119.006802442
2016-07-13,5676408.515017545
2016-07-14,5676717.958021485
2016-07-15,5677019.785573206
2016-07-16,5677315.452365662
2016-07-17,5677620.766310623
2016-07-18,5677937.1028126
2016-07-19,5678270.686196896
2016-07-20,5678607.521713237
2016-07-21,5678962.327143883
2016-07-22,5679333.530902001
2016-07-23,5679692.848319884
2016-07-24,5680045.016032219
2016-07-25,5680400.994710229
2016-07-26,5680752.326393071
2016-07-27,5681090.352710132
2016-07-28,5681437.043247029
2016-07-29,5681760.080406178
2016-07-30,5682070.558141355
2016-07-31,5682412.535625322
2016-08-01,5682720.510980017
2016-08-02,5682964.583864615
2016-08-03,5683145.915645754
2016-08-04,5683249.425357358
2016-08-05,5683275.475770833
2016-08-06,5683249.817543726
2016-08-07,5683203.558590078
2016-08-08,5683119.991343
2016-08-09,5683007.340293925
2016-08-10,5682852.271028747
2016-08-11,5682646.519137037
2016-08-12,5682394.271244607
2016-08-13,5682091.138016868
2016-08-14,5681754.084503702
2016-08-15,5681398.0804540245
2016-08-16,5680999.50741038
2016-08-17,5680562.513160374
2016-08-18,5680102.372508714
2016-08-19,5679555.250299708
2016-08-20,5678956.92563659
2016-08-21,5678314.909066502
2016-08-22,5677613.568623903
2016-08-23,5676880.492532348
2016-08-24,5676123.464293347
2016-08-25,5675335.408237874
2016-08-26,5674472.222733033
2016-08-27,5673571.054781303
2016-08-28,5672682.673869276
2016-08-29,5671655.5717533715
2016-08-30,5670529.745034795
2016-08-31,5669309.703791872
2016-09-01,5668013.220756424
2016-09-02,5666594.479808187
2016-09-03,5665207.489332618
2016-09-04,5663819.159973566
2016-09-05,5662440.604361723
2016-09-06,5661073.995817308
2016-09-07,5659710.767218765
2016-09-08,5658362.113779991
2016-09-09,5657017.035705336
2016-09-10,5655664.271193157
2016-09-11,5654322.438648491
2016-09-12,5652978.427394487
2016-09-13,5651634.155381079
2016-09-14,5650282.778228795
2016-09-15,5648920.036661799
2016-09-16,5647565.957302134
2016-09-17,5646213.833691758
2016-09-18,5644857.265716019
2016-09-19,5643498.266795545
2016-09-20,5642147.39613812
2016-09-21,5640795.4985334175
2016-09-22,5639436.870654197
2016-09-23,5638090.232358478
2016-09-24,5636748.50683775
2016-09-25,5635421.419030558
2016-09-26,5634095.926506542
2016-09-27,5632781.675260859
2016-09-28,5631457.181667432
2016-09-29,5630130.98993603
2016-09-30,5628809.631922177
2016-10-01,5627496.270774731
2016-10-02,5626164.355382216
2016-10-03,5624845.179425884
2016-10-04,5623534.154132053
2016-10-05,5622234.5521644065
2016-10-06,5620938.937037016
2016-10-07,5619647.348230856
2016-10-08,5618358.616812095
2016-10-09,5617076.945220061
2016-10-10,5615795.503074707
2016-10-11,5614503.849630555
2016-10-12,5613221.052416157
2016-10-13,5611944.696107227
2016-10-14,5610667.173741062
2016-10-15,5609393.482377747
2016-10-16,5608117.320226426
2016-10-17,5606833.898021703
2016-10-18,5605568.756581421
2016-10-19,5604327.042056613
2016-10-20,5603089.698091791
2016-10-21,5601864.175661805
2016-10-22,5600641.148609226
2016-10-23,5599417.164758743
2016-10-24,5598200.346106716
2016-10-25,5596974.551655574
2016-10-26,5595776.028158995
2016-10-27,5594585.216970675
2016-10-28,5593409.563082291
2016-10-29,5592210.874340529
2016-10-30,5591007.481263014
2016-10-31,5589807.513104225
2016-11-01,5588612.867856785
2016-11-02,5587376.968221527
2016-11-03,5586164.761400568
2016-11-04,5584951.62546373
2016-11-05,5583728.338991956
2016-11-06,5582497.373149265
2016-11-07,5581260.299312925
2016-11-08,5580024.885097439
2016-11-09,5578803.101471167
2016-11-10,5577580.09715103
2016-11-11,5576352.6767683225
2016-11-12,5575127.571525863
2016-11-13,5573888.365937674
2016-11-14,5572648.307088393
2016-11-15,5571391.08242561
2016-11-16,5570133.9557794435
2016-11-17,5568882.341916394
2016-11-18,5567626.769928171
2016-11-19,5566372.54455996
2016-11-20,5565121.275182546
2016-11-21,5563873.150879373
2016-11-22,5562622.480305092
2016-11-23,5561361.9893678585
2016-11-24,5560102.7930003265
2016-11-25,5558845.187428619
2016-11-26,5557583.102831603
2016-11-27,5556331.120758073
2016-11-28,5555067.253946408
2016-11-29,5553806.626885995
2016-11-30,5552538.870029344
2016-12-01,5551269.609535453
2016-12-02,5549991.4021861255
2016-12-03,5548733.884353136
2016-12-04,5547482.316275032
2016-12-05,5546223.586966087
2016-12-06,5544964.166922964
2016-12-07,5543697.059713785
2016-12-08,5542432.27245947
2016-12-09,5541160.495189967
2016-12-10,5539880.926365943
2016-12-11,5538586.83641516
2016-12-12,5537286.959407007
2016-12-13,5535983.954227576
2016-12-14,5534669.952696564
2016-12-15,5533356.246035584
2016-12-16,5532038.926879926
2016-12-17,5530716.191961066
2016-12-18,5529389.2807275485
2016-12-19,5528054.953881016
2016-12-20,5526707.204855859
2016-12-21,5525362.448082853
2016-12-22,5524000.121512799
2016-12-23,5522636.679913174
2016-12-24,5521271.305971884
2016-12-25,5519911.307827759
2016-12-26,5518540.630888247
2016-12-27,5517170.735963324
2016-12-28,5515805.103505545
2016-12-29,5514411.441044068
2016-12-30,5512992.826788457
2016-12-31,5511574.4458565
2017-01-01,5510163.836615144
2017-01-02,5508743.202162283
2017-01-03,5507343.681318356
2017-01-04,5505942.919719799
2017-01-05,5504550.037921815
2017-01-06,5503163.952965593
2017-01-07,5501775.818487404
2017-01-08,5500387.081858587
2017-01-09,5498996.504602625
2017-01-10,5497605.735436594
2017-01-11,5496213.745810803
2017-01-12,5494824.338786441
2017-01-13,5493432.886065197
2017-01-14,5492039.434225939
2017-01-15,5490658.078897033
2017-01-16,5489292.574973076
2017-01-17,5487929.295322158
2017-01-18,5486578.347661533
2017-01-19,5485232.170630102
2017-01-20,5483883.074589931
2017-01-21,5482538.775867256
2017-01-22,5481196.161873217
2017-01-23,5479871.523637072
2017-01-24,5478564.633117556
2017-01-25,5477276.541871059
2017-01-26,5475996.711765055
2017-01-27,5474722.961925218
2017-01-28,5473467.800023144
2017-01-29,5472192.254024834
2017-01-30,5470909.79306748
2017-01-31,5469633.660854728
2017-02-01,5468347.512540096
2017-02-02,5467055.045825626
2017-02-03,5465780.034630642
2017-02-04,5464503.263929202
2017-02-05,5463237.821799751
2017-02-06,5461994.458499299
2017-02-07,5460767.604486828
2017-02-08,5459549.429512257
2017-02-09,5458347.896729479
2017-02-10,5457150.524328859
2017-02-11,5455961.464294796
2017-02-12,5454779.560955986
2017-02-13,5453605.898571249
2017-02-14,5452435.683240896
2017-02-15,5451273.241796736
2017-02-16,5450132.70297415
2017-02-17,5448987.479833328
2017-02-18,5447858.20655401
2017-02-19,5446743.185609364
2017-02-20,5445630.488288927
2017-02-21,5444507.498524363
2017-02-22,5443370.859569057
2017-02-23,5442224.595190154
2017-02-24,5441073.388565526
2017-02-25,5439926.969981766
2017-02-26,5438756.521624662
2017-02-27,5437588.6539436085
2017-02-28,5436411.065980021
2017-03-01,5435234.31522001
2017-03-02,5434052.977848956
2017-03-03,5432907.664773588
2017-03-04,5431768.533830849
2017-03-05,5430645.386865118
2017-03-06,5429533.287313511
2017-03-07,5428413.38153538
2017-03-08,5427310.709499794
2017-03-09,5426200.786438593
2017-03-10,5425078.922863016
2017-03-11,5423947.8728794865
2017-03-12,5422830.722180037
2017-03-13,5421728.976483933
2017-03-14,5420628.3699788125
2017-03-15,5419533.186989986
2017-03-16,5418416.581788838
2017-03-17,5417272.181531563
2017-03-18,5416126.185707591
2017-03-19,5414984.568760669
2017-03-20,5413849.841180988
2017-03-21,5412712.740497729
2017-03-22,5411572.46540531
2017-03-23,5410414.230861509
2017-03-24,5409209.077878875
2017-03-25,5407982.486657878
2017-03-26,5406756.532631232
2017-03-27,5405531.196548435
2017-03-28,5404299.379241039
2017-03-29,5403058.840608202
2017-03-30,5401797.702392352
2017-03-31,5400475.450883727
2017-04-01,5399097.281897056
2017-04-02,5397645.743759539
2017-04-03,5396143.965638497
2017-04-04,5394611.211997304
2017-04-05,5393081.0788034005
2017-04-06,5391538.114438452
2017-04-07,5390006.930555167
2017-04-08,5388499.947712886
2017-04-09,5387004.872836821
2017-04-10,5385503.000379731
2017-04-11,5384016.212335929
2017-04-12,5382522.8967654705
2017-04-13,5381016.355537566
2017-04-14,5379520.329547495
2017-04-15,5378046.575426826
2017-04-16,5376584.48265096
2017-04-17,5375148.72188841
2017-04-18,5373749.15141944
2017-04-19,5372359.304552003
2017-04-20,5370960.021542354
2017-04-21,5369595.534749854
2017-04-22,5368271.111425751
2017-04-23,5366968.062364277
2017-04-24,5365675.099950191
2017-04-25,5364410.967194213
2017-04-26,5363176.516720822
2017-04-27,5361907.6673859805
2017-04-28,5360656.858608226
2017-04-29,5359480.436045837
2017-04-30,5358312.0890931375
2017-05-01,5357142.371742564
2017-05-02,5356005.37063419
2017-05-03,5354870.855939446
2017-05-04,5353691.964970159
2017-05-05,5352505.28093931
2017-05-06,5351315.655472403
2017-05-07,5350150.08696214
2017-05-08,5348991.011398957
2017-05-09,5347824.487723832
2017-05-10,5346678.251007997
2017-05-11,5345523.8636861
2017-05-12,5344324.83203177
2017-05-13,5343125.005283529
2017-05-14,5341932.7297615055
2017-05-15,5340749.005123004
2017-05-16,5339566.304071522
2017-05-17,5338406.773353717
2017-05-18,5337272.222184016
2017-05-19,5336098.505788897
2017-05-20,5334930.048944507
2017-05-21,5333807.9740138855
2017-05-22,5332670.297910246
2017-05-23,5331533.832163884
2017-05-24,5330417.116301795
2017-05-25,5329282.848414763
2017-05-26,5328078.405274878
2017-05-27,5326848.408695753
2017-05-28,5325643.317725398
2017-05-29,5324460.392126235
2017-05-30,5323288.8262627255
2017-05-31,5322160.913647836
2017-06-01,5321032.642437991
2017-06-02,5319897.127587036
2017-06-03,5318746.468177123
2017-06-04,5317581.735265269
2017-06-05,5316402.143369424
2017-06-06,5315201.076480928
2017-06-07,5314005.299292084
2017-06-08,5312778.195236408
2017-06-09,5311551.332235443
2017-06-10,5310336.2717159465
2017-06-11,5309117.91315086
2017-06-12,5307904.962915995
2017-06-13,5306705.271489788
2017-06-14,5305489.1013095835
2017-06-15,5304244.255018513
2017-06-16,5303008.733642624
2017-06-17,5301813.162085254
2017-06-18,5300608.915612533
2017-06-19,5299418.154200006
2017-06-20,5298255.581425681
2017-06-21,5297102.383331044
2017-06-22,5295913.708864489
2017-06-23,5294723.5222082725
2017-06-24,5293568.305614626
2017-06-25,5292411.859981399
2017-06-26,5291266.69862426
2017-06-27,5290133.6712390445
2017-06-28,5288996.765600955
2017-06-29,5287820.5319451075
2017-06-30,5286619.885265123
2017-07-01,5285427.674286087
2017-07-02,5284237.060986004
2017-07-03,5283046.087122308
2017-07-04,5281860.931580956
2017-07-05,5280678.7183006
2017-07-06,5279501.615898965
2017-07-07,5278303.505768411
2017-07-08,5277105.201132027
2017-07-09,5275914.28636092
2017-07-10,5274722.647812997
2017-07-11,5273534.152262392
2017-07-12,5272351.010983081
2017-07-13,5271175.980742449
2017-07-14,5269970.959827719
2017-07-15,5268778.985677764
2017-07-16,5267595.2502841065
2017-07-17,5266395.427577954
2017-07-18,5265183.14572092
2017-07-19,5263972.799985492
2017-07-20,5262759.526564367
2017-07-21,5261516.876447145
2017-07-22,5260242.848103214
2017-07-23,5258983.816244435
2017-07-24,5257726.993204711
2017-07-25,5256474.087153405
2017-07-26,5255221.37961785
2017-07-27,5253951.775661231
2017-07-28,5252628.943031157
2017-07-29,5251305.659620557
2017-07-30,5249990.9558341885
2017-07-31,5248647.4252472045
